"","V1","V2"
"401","cojec","|throw/cast/fling (into area); devote/pour (money); thrust, involve; insert;"
"402","coimbib","drink/imbibe together/along with/at same time;"
"403","coincid","coincide;"
"404","colu","join/grow together; coalesce; close (wound); become unified/strong/established;"
"405","collamb","lick thoroughly; lap/lick up; suck (up), absorb;"
"406","collux","lighten up, become illuminated; become clear/intelligible;"
"407","collis","strike/dash together; crush, batter, deform; set into conflict with each other;"
"408","colleg","collect, assemble, bring/gather/hold/keep together; combine; harvest; pick up;"
"409","colleg","|obtain/acquire, amass; rally; recover; sum up; deduce, infer; compute, add up;"
"410","collex","collect, assemble, bring/gather/hold/keep together; combine; harvest; pick up;"
"411","collex","|obtain/acquire, amass; rally; recover; sum up; deduce, infer; compute, add up;"
"412","collev","besmear, smear over; soil, pollute, defile;"
"413","colliquefec","melt, liquefy; dissolve;"
"414","colliqu","melt, liquefy (w/in+ACC); turn into by liquefying; melt along with; dissolve;"
"415","collus","play/sport together/with; (also) make sport; act in collusion (with);"
"416","collu","wash/rinse out; wash/rinse away (impurities); wash together; use as a wash(?);"
"417","colu","live in (place), inhabit; till, cultivate, promote growth; foster, maintain;"
"418","colu","|honor, cherish, worship; tend, take care of; adorn, dress, decorate, embellish;"
"419","combib","drink completely/together/up; hold back (tears); absorb, soak in; swallow up;"
"420","combus","burn up/away; (w/love); consume/destroy w/fire; reduce to ash, cremate; scald;"
"421","combuss","burn up/away; (w/love); consume/destroy w/fire; reduce to ash, cremate; scald;"
"422","comed","eat up/away, chew up; finish eating; fret, chafe; consume/devour; waste/squander"
"423","comed","eat up/away, chew up; finish eating; fret, chafe; consume/devour; waste/squander"
"424","comed","eat up/away, chew up; finish eating; fret, chafe; consume/devour; waste/squander"
"425","command","chew; (chew thoroughly/completely);"
"426","commaturu","mature; ripen thoroughly/completely;"
"427","comminx","defile with urine, wet; soil, defile; have sexual intercourse (Adams);"
"428","commix","defile with urine, wet; soil, defile; have sexual intercourse (Adams);"
"429","comminx","pollute, defile;"
"430","comminisc","devise, think up, invent; fabricate; state/contrive falsely, allege, pretend;"
"431","comminu","break/crumble into pieces, shatter; break up; crush, smash, pulverize; lessen;"
"432","commis","bring together, unite/join, connect/attach; put together, construct; entrust;"
"433","commis","|engage (battle), set against; begin/start; bring about; commit; incur; forfeit;"
"434","commolu","pound, grind down/thoroughly;"
"435","commonefec","recall, remember; call to mind; remind (forcibly), warn, admonish; impress upon;"
"436","commuss","burn up/away; (w/love); consume/destroy w/fire; reduce to ash, cremate; scald;"
"437","comps","arrange/do (hair); adorn, make beautiful; embellish; arrange in order, set out;"
"438","coms","arrange/do (hair); adorn, make beautiful; embellish; arrange in order, set out;"
"439","comparcu","save, husband well, lay up; forbear/abstain/refrain from (w/INF), spare (w/DAT);"
"440","compars","save, husband well, lay up; forbear/abstain/refrain from (w/INF), spare (w/DAT);"
"441","compeperc","save, husband well, lay up; forbear/abstain/refrain from (w/INF), spare (w/DAT);"
"442","compav","pasture (cattle) on common land; feed up/together; use as cattle food; eat;"
"443","compul","drive together (cattle), round up; force, compel, impel, drive; squeeze; gnash;"
"444","compepend","weigh/balance together;"
"445","compercu","save, husband well, lay up; forbear/abstain/refrain from (w/INF), spare (w/DAT);"
"446","compers","save, husband well, lay up; forbear/abstain/refrain from (w/INF), spare (w/DAT);"
"447","compescu","restrain, check; quench; curb, confine, imprison; hold in check; block, close;"
"448","competiv","meet; happen at same time, coincide; agree; be candidate/face (death) together;"
"449","competiv","|be sound/capable/applicable/relevant/sufficient/adequate/competent/admissible;"
"450","compeg","join/fix/attach; bind together; build/construct/compose; put/shut away, confine;"
"451","compinx","disguise, cover, paint over;"
"452","complaus","applaud together/enthusiastically;"
"453","complect","embrace, hug; welcome; encircle, encompass; attain; include, bring in, involve;"
"454","complect","|lay hold of, grip; seize; grasp, take in/up; sum up; include in scope, cover;"
"455","complos","clap/strike (hands) together, applaud (enthusiastically/with emotion);"
"456","composu","compare; place/put/add/collect together, collate; match (up); store/hoard; calm;"
"457","composu","|construct, build; arrange, compile, compose, make up; organize, order; settle;"
"458","compraecid","cut each other off; cut off at same time (?) (L+S);"
"459","comprehend","catch/seize/grasp firmly; arrest; take hold/root/fire, ignite; conceive (baby);"
"460","comprehend","|embrace; include/cover/deal with (in speech/law); express (by term/symbol);"
"461","comprend","catch/seize/grasp firmly; arrest; take hold/root/fire, ignite; conceive (baby);"
"462","comprend","|embrace; include/cover/deal with (in speech/law); express (by term/symbol);"
"463","compress","press/squeeze together, fold, crush; hem/shut/keep/hold in; copulate (male);"
"464","compress","|suppress/control/stifle/frustrate/subdue/cow, put down; hold breath; silence;"
"465","compromis","enter into agreement to submit to arbitration/arbiter; agree to pay award;"
"466","compunx","cause repentance; feel remorse/contrition; inspire w/devotion; (PASS) repent;"
"467","compunx","prick, puncture (thoroughly); goad, stimulate; mark with points, tattoo;"
"468","computu","decay, rot, putrefy; (completely);"
"469","computru","decay, rot, putrefy; (completely);"
"470","conbib","drink completely/together/up; hold back (tears); absorb, soak in; swallow up;"
"471","conbus","burn up/away; (w/love); consume/destroy w/fire; reduce to ash, cremate; scald;"
"472","conbuss","burn up/away; (w/love); consume/destroy w/fire; reduce to ash, cremate; scald;"
"473","concalefec","heat; make warm, warm thoroughly (L+S);"
"474","concalu","become/grow warm; warm up (with enthusiasm); glow with love (L+S);"
"475","concalfec","heat; make warm, warm thoroughly (L+S);"
"476","concallu","grow/become hard/hardened/callous/insensitive/shrewd/insensible/dull/obtuse;"
"477","concandefec","heat thoroughly;"
"478","concandu","glow, become inflamed;"
"479","concess","relinquish/give up/concede; depart; pardon; submit, allow/grant/permit/condone;"
"480","concrev","mix/mingle together (as in sieve in order to separate by sifting); sift/examine;"
"481","concerps","tear/pull in/to pieces; pluck off; tear up, rend; censure, abuse, revile;"
"482","concid","fall down/faint/dead/victim/to earth/short, collapse; drop, subside; decline;"
"483","concid","|perish, be slain/sacrificed; lose one's case, fail, give out/lose heart, decay;"
"484","concid","cut/chop up/down/to pieces; crop; ruin, kill, destroy; divide minutely; beat;"
"485","concinx","gird; surround completely;"
"486","concinu","sing/chant/shout/sound together; celebrate in song; say same thing, agree;"
"487","concep","take in/up, receive, catch; derive/draw (from); contain/hold; grasp; adopt; wed;"
"488","concep","|form, devise; understand, imagine; conceive, be mother of; utter (oath/prayer);"
"489","conclus","shut up, confine; contain, limit; close; include (limit); conceal, keep secret;"
"490","conclus","|conclude/finish; define; construct/compose (sentence); infer, deduce, imply;"
"491","concox","cook down; heat/burn thoroughly; concoct from various ingredients; ripen/mature;"
"492","concox","|digest/promote digestion; put up with/tolerate/stomach; ponder; devise/concoct;"
"493","concrebru","become frequent; (thoroughly, very); increase, gather strength (L+S);"
"494","concredid","entrust for safe keeping; confide (secret or similar); consign/commit (L+S);"
"495","concredu","entrust for safe keeping; confide (secret or similar); consign/commit (L+S);"
"496","concrev","thicken; condense/collect; set/curdle/congeal; clot/coagulate; solidify/freeze;"
"497","concrucifix","crucify together;"
"498","concumbu","lie with/together (w/DAT); (for sexual intercourse); cohabit;"
"499","concupiv","desire/wish greatly/eagerly/ardently; covet, long for, be desirous of;"
"500","concupiv","desire eagerly/ardently; covet, long for; aim at; conceive a strong desire for;"
"501","concucurr","run/assemble/knock/snap together; agree, fit, concur; coincide; make same claim;"
"502","concucurr","|charge, fight/engage in battle; come running up/in large numbers; rally;"
"503","concurr","run/assemble/knock/snap together; agree, fit, concur; coincide; make same claim;"
"504","concurr","|charge, fight/engage in battle; come running up/in large numbers; rally;"
"505","concuss","shake/vibrate/agitate violently; wave, brandish; (sound) strike (the ear);"
"506","concuss","|strike together/to damage; weaken/shake/shatter; harass/intimidate; rouse;"
"507","condecrev","decide, judge, determine together; jointly settle/resolve;"
"508","condelicu","melt wholly/completely (away); dissolve (completely), dissipate;"
"509","condepsu","knead together;"
"510","condescend","condescend, stoop; let oneself down;"
"511","condix","agree (on), declare/promise; undertake; give notice; obligate, engage (to dine);"
"512","condix","|claim redress/restitution; make actions for damages; fix/appoint (date/price);"
"513","condidic","learn thoroughly/well; learn about; learn in company with (another) (w/DAT);"
"514","condid","put/insert (into); store up/put away, preserve, bottle (wine); bury/inter; sink;"
"515","condid","|build/found, make; shut (eyes); conceal/hide/keep safe; put together, compose;"
"516","condid","||restore; sheathe (sword); plunge/bury (weapon in enemy); put out of sight;"
"517","condocefec","train; discipline; teach, instruct (L+S);"
"518","condolu","be painful, ache; feel grief/sorrow; grieve;"
"519","condomiv","fall asleep, go to sleep;"
"520","condux","be of advantage/profitable/expedient; be proper/fitting/concerned with; tend to"
"521","condux","draw/bring together, collect, assemble; unite/join; cause to curdle/coagulate;"
"522","condux","|employ, hire; rent; borrow; contract for, undertake; farm the taxes;"
"523","conex","join/fasten/link together, connect/associate; lead to; tie; implicate/involve;"
"524","confec","make together;"
"525","confervefec","boil, make thoroughly hot;  make glowing/melting hot (L+S);"
"526","conferbu","become heated; grow hot; begin to boil (L+S); heal, grow together (bones);"
"527","confervu","become heated; grow hot; begin to boil (L+S); heal, grow together (bones);"
"528","conferbu","knit (broken bones), grow together, heal; seethe/boil together (L+S);"
"529","confervu","knit (broken bones), grow together, heal; seethe/boil together (L+S);"
"530","confec","make, construct; prepare, complete, accomplish; cause; perform; do thoroughly;"
"531","confec","|compose; amass, collect; raise (troops); traverse; eat up, consume; expend;"
"532","confec","||finish off; kill, dispatch; defeat finally, subdue/reduce/pacify; chop/cut up;"
"533","confisus sum  V (3rd) SEMIDEP                                                   [XXXBO] :: have confidence i","have confidence in, rely on, trust (to); believe, be confident/assured; be sure;"
"534","confix","fasten/nail together, construct; set/cover with studs/points; drive in (nails);"
"535","confix","|pierce through, transfix; strike down, pierce with a weapon;"
"536","confid","split, cleave; divide, cleave asunder (L+S);"
"537","confinx","fashion/fabricate, construct by shaping/molding; invent/feign/devise; pretend;"
"538","conflix","clash, collide; contend/fight/combat; be in conflict/at war; argue/disagree;"
"539","conflux","flow/flock/come together/abundantly, meet/assemble; gather/collect; be brought;"
"540","confod","stab/run through, wound fatally; pierce, harm; dig up/turn over (land); trench;"
"541","confracu","putrefy, rot;"
"542","confremu","resound, ring, echo; make a noise; murmur loudly;"
"543","confrix","burn up;"
"544","confreg","break up/down/in pieces/in two; shatter/destroy/crush/ruin/wreck; subvert/undo;"
"545","confug","flee (for refuge/safety/protection); take refuge; have recourse/appeal to;"
"546","confud","pour/mix/mass/bring together; combine/unite/blend/merge; spread over, diffuse;"
"547","confud","|upset/confuse; blur/jumble; bring disorder/ruin; disfigure; bewilder, dismay;"
"548","congemu","groan/moan (loudly), utter a cry of grief/pain; bewail, lament; sigh deeply;"
"549","congess","collect, bring/get together, amass; heap/pile up/on; build, construct; compile;"
"550","congess","|consign (to one's stomach); assemble/crowd together; give repeatedly, shower;"
"551","congru","agree, coincide, correspond, be consistent; be suited, be adapted; fit in;"
"552","congru","|unite, combine, come together; blend, harmonize, act together; be congenial;"
"553","conjec","throw/put/pile together; conclude, infer/guess; assign, make go; classify, put;"
"554","conjec","|throw/cast/fling (into area); devote/pour (money); thrust, involve; insert;"
"555","conjec","throw/put/pile together; conclude, infer/guess; assign, make go; classify, put;"
"556","conjec","|throw/cast/fling (into area); devote/pour (money); thrust, involve; insert;"
"557","conjunx","connect, join/yoke together; marry; connect/compound (words) (w/conjunctions);"
"558","conjunx","|unite (sexually); place/bring side-by-side; juxtapose; share; add; associate;"
"559","conlux","lighten up, become illuminated; become clear/intelligible;"
"560","conlis","strike/dash together; crush, batter, deform; set into conflict with each other;"
"561","conleg","collect, assemble, bring/gather/hold/keep together; combine; harvest; pick up;"
"562","conleg","|obtain/acquire, amass; rally; recover; sum up; deduce, infer; compute, add up;"
"563","conlex","collect, assemble, bring/gather/hold/keep together; combine; harvest; pick up;"
"564","conlex","|obtain/acquire, amass; rally; recover; sum up; deduce, infer; compute, add up;"
"565","conlev","besmear, smear over; soil, pollute, defile;"
"566","conliquefec","melt, liquefy; dissolve;"
"567","conliqu","melt, liquefy (w/in+ACC); turn into by liquefying; melt along with; dissolve;"
"568","conlus","play/sport together/with; (also) make sport; act in collusion (with);"
"569","conlu","wash/rinse out; wash/rinse away (impurities); wash together; use as a wash(?);"
"570","conmis","bring together, unite/join, connect/attach; put together, construct; entrust;"
"571","conmis","|engage (battle), set against; begin/start; bring about; commit; incur; forfeit;"
"572","conmonefec","recall, remember; call to mind; remind (forcibly), warn, admonish; impress upon;"
"573","conmuss","burn up/away; (w/love); consume/destroy w/fire; reduce to ash, cremate; scald;"
"574","connex","join/fasten/link together, connect/associate; lead to; tie; implicate/involve;"
"575","conparcu","save, husband well, lay up; forbear/abstain/refrain from (w/INF), spare (w/DAT);"
"576","conpars","save, husband well, lay up; forbear/abstain/refrain from (w/INF), spare (w/DAT);"
"577","conpeperc","save, husband well, lay up; forbear/abstain/refrain from (w/INF), spare (w/DAT);"
"578","conpav","pasture (cattle) on common land; feed up/together; use as cattle food; eat;"
"579","conpul","drive together (cattle), round up; force, compel, impel, drive; squeeze; gnash;"
"580","conpepend","weigh/balance together;"
"581","conpercu","save, husband well, lay up; forbear/abstain/refrain from (w/INF), spare (w/DAT);"
"582","conpers","save, husband well, lay up; forbear/abstain/refrain from (w/INF), spare (w/DAT);"
"583","conpescu","restrain, check; quench; curb, confine, imprison; hold in check; block, close;"
"584","conpetiv","meet; happen at same time, coincide; agree; be candidate/face (death) together;"
"585","conpetiv","|be sound/capable/applicable/relevant/sufficient/adequate/competent/admissible;"
"586","conpeg","join/fix/attach; bind together; build/construct/compose; put/shut away, confine;"
"587","conpinx","disguise, cover, paint over;"
"588","conplect","embrace, hug; welcome; encircle, encompass; attain; include, bring in, involve;"
"589","conplect","|lay hold of, grip; seize; grasp, take in/up; sum up; include in scope, cover;"
"590","conplos","clap/strike (the hands) together, applaud (enthusiastically/with emotion);"
"591","conposu","compare; place/put/add/collect together, collate; match (up); store/hoard; calm;"
"592","conposu","|construct, build; arrange, compile, compose, make up; organize, order; settle;"
"593","conpraecid","cut each other off; cut off at the same time (?) (L+S);"
"594","conprehend","catch/seize/grasp firmly; arrest; take hold/root/fire, ignite; conceive (baby);"
"595","conprehend","|embrace; include/cover/deal with (in speech/law); express (by term/symbol);"
"596","conprend","catch/seize/grasp firmly; arrest; take hold/root/fire, ignite; conceive (baby);"
"597","conprend","|embrace; include/cover/deal with (in speech/law); express (by term/symbol);"
"598","conpress","press, squeeze together, close;"
"599","conpress","press/squeeze together, fold, crush; hem/shut/keep/hold in; copulate (male);"
"600","conpress","|suppress/control/stifle/frustrate/subdue/cow, put down; hold breath; silence;"
"601","conpromis","enter a promissum, agree to submit to an arbiter; agree to pay the award;"
"602","conpunx","prick, puncture (thoroughly); goad, stimulate; mark with points, tattoo;"
"603","conpunx","|cause repentance; feel remorse/contrition; inspire w/devotion; (PASS) repent;"
"604","conputu","decay, rot, putrefy; (completely);"
"605","conputru","decay, rot, putrefy; (completely);"
"606","conquaesiv","seek out; hunt/rake up; investigate; collect; search out/down/for diligently;"
"607","conquiev","rest, take repose/be quiet, nap/go to sleep; have respite/pause from (w/ab/ex);"
"608","conquiev","|be inactive; pause (speaking); relax; settle/quiet down; come to an end/cease;"
"609","conquex","cower down, crouch down; stoop; squat;"
"610","conquisiv","seek out; hunt/rake up; investigate; collect; search out/down/for diligently;"
"611","conras","rake/sweep/draw together; amass with difficulty, scrape together; scrape off;"
"612","conreps","creep, crawl; slink, move stealthily; take to the bush; creep (of the flesh);"
"613","conrex","correct, set right; straighten; improve, edit, reform; restore, cure; chastise;"
"614","conripu","seize/grasp/snatch up, lay hold of; sweep off; carry away; appropriate/arrogate;"
"615","conripu","|censure/reproach/rebuke/chastise; shorten/abridge; hasten (upon); catch (fire);"
"616","conros","gnaw, gnaw away; chew up; gnaw to pieces (L+S);"
"617","conrup","spoil/rot; taint/contaminate; damage/ruin, undo; destroy/deface; digest; infect;"
"618","conrup","|pervert, corrupt, deprave; bribe, suborn; seduce, tempt, beguile; falsify;"
"619","conru","fall/break down, fall to ground/from height, collapse; be ruined, come to grief;"
"620","conru","|topple (houses); subside (ground); rush/sweep together; overthrow;"
"621","consanu","heal up (wounds/plants); be healed (persons); become whole/sound/well (L+S);"
"622","conscend","climb up, ascend, scale; rise to; mount (horse); board (ship)/embark/set out;"
"623","conscid","rend/tear to pieces, destroy by tearing; slaughter, cut to pieces;"
"624","consciv","ordain/decree/determine/resolve; decide/inflict on; bring on oneself (w/sibi);"
"625","conscrips","enroll/enlist/raise (army); write on/down, commit to/cover with writing; compose"
"626","consenu","grow old; grow old together; spend one's whole life/grow old in; decay, spoil;"
"627","consenu","|decline, go gray, grow feeble; fade/waste away, sink; lose respect;"
"628","consenu","||lose force, become invalid, fall into disuse; become of no account;"
"629","conseru","connect/link, fasten/press/put together; construct/compose; join, engage (in);"
"630","conserv","connect/link, fasten/press/put together; construct/compose; join, engage (in);"
"631","consev","sow, plant (field/crops/seeds/tree), set; breed; sow/strew plentifully/thickly;"
"632","consev","sow, plant (field/crops/seeds/tree), set; breed; sow/strew plentifully/thickly;"
"633","consed","sit down/be seated; hold sessions, sit (judge), try; alight; subside/sink (in);"
"634","consed","|encamp/bivouac; take up a position; stop/stay, make one's home, settle; lodge;"
"635","consid","sit down/be seated; hold sessions, sit (judge), try; alight; subside/sink (in);"
"636","consid","|encamp/bivouac; take up a position; stop/stay, make one's home, settle; lodge;"
"637","consilu","fall silent; become still; be hushed (L+S); keep silent; grow dumb;"
"638","constit","stop/stand/halt/cease; pause, linger; stop spreading/flowing; take a position;"
"639","constit","|stand together/fast; consist of/be reckoned in; rest/depend upon; be unaltered;"
"640","constit","||make a stand; stay, remain (fixed), stand still/erect/upright; correspond to;"
"641","constit","|||come about, exist; fall due (tax); be established; remain valid/applicable;"
"642","conspars","sprinkle/strew/spatter, cover with small drops/particles; diversify/intersperse;"
"643","conspers","sprinkle/strew/spatter, cover with small drops/particles; diversify/intersperse;"
"644","conspex","observe/see/witness; notice; watch; gaze/stare on; catch/be in sight of; face;"
"645","conspex","|have appearance; attract attention; discern; (PASS) be conspicuous/visible;"
"646","conspu","spit; spit out much; spit it out;"
"647","conspu","spit on, sputter over; besplatter with saliva; (contempt); spit; spit it out;"
"648","constrav","strew/cover/spread (rugs); cover/lay/pave/line; bring down, lay low; calm (sea);"
"649","constitu","set up/in position, erect; place/dispose/locate; (call a) halt; plant (trees);"
"650","constitu","|decide/resolve; decree/ordain; appoint, post/station (troops); settle (colony);"
"651","constitu","||establish/create/institute; draw up, arrange/set in order; make up, form; fix;"
"652","constrepu","make a loud noise; resound; sound loudly/boisterously (L+S); (of vivid speech);"
"653","constrinx","bind fast/tight, tie up/together; confine, restrain; hinder, inhibit, control;"
"654","constrinx","|compress/squeeze; make smaller/lessen/contract; hold together; congeal/freeze;"
"655","construx","heap/pile/load (up); make/build/construct; arrange (in group); amass, collect;"
"656","consubeg","knead/work/mix/force together;"
"657","consuefec","accustom, acclimate, make used to, habituate, inure;"
"658","consuev","accustom oneself; become/be accustomed/used; inure, habituate; familiarize;"
"659","consuev","|be intimate/have sexual intercourse with; form a habit; be in the habit of;"
"660","consulu","ask information/advice of; consult, take counsel; deliberate/consider; advise;"
"661","consulu","|decide upon, adopt; look after/out for (DAT), pay attention to; refer to;"
"662","consumps","burn up, destroy/kill; put end to; reduce/wear away; annul; extinguish (right);"
"663","consumps","|devour/swallow up/consume/eat/use up/exhaust/expend; spend; squander/waste;"
"664","consu","sew together/up, stitch/join; make by sewing together; patch up; devise, plan;"
"665","consurrex","rise/stand up (body of people); rise (jury/from meal/to speak/from bed); ambush;"
"666","consurrex","|aspire to, rouse, prepare; break out, come from hiding; grow/spring up, rise;"
"667","contabefec","make to waste away; wear away; consume;"
"668","contabu","melt/waste slowly/completely away, decline in health; be consumed, pine away;"
"669","contex","cover up, conceal, hide; protect; clothe; roof over; bury/entomb; strew thickly;"
"670","contemps","think little of; look down on, take poor view of; pay no heed/disregard/slight;"
"671","contemps","|treat with/hold in contempt, scorn, disdain; despise; keep away from, avoid;"
"672","contems","think little of; look down on, take poor view of; pay no heed/disregard/slight;"
"673","contems","|treat with/hold in contempt, scorn, disdain; despise; keep away from, avoid;"
"674","contemps","think little of; look down on, take poor view of; pay no heed/disregard/slight;"
"675","contemps","|treat with/hold in contempt, scorn, disdain; despise; keep away from, avoid;"
"676","contend","stretch, draw tight, make taut; draw/bend (bow/catapult); tune; stretch out;"
"677","contend","|compete/contend (fight/law), dispute; compare/match/contrast; demand/press for;"
"678","contend","||strain/tense; make effort, strive for; speak seriously/passionately; assert;"
"679","contend","|||hurl, shoot; direct; travel; extend; rush to, be in a hurry, hasten;"
"680","contenebrav","become/grow completely/very dark; [used IMPERS => it grew very/completely dark];"
"681","contriv","grind, crush, pound to pieces; bruise, crumble; rub/wipe away/out/off, expunge;"
"682","contriv","|spend, exhaust, waste (time), use up; wear out/down; make weary;"
"683","contexu","weave/entwine/braid/twist together; compose/connect/link/combine; make/join/form"
"684","conticu","cease to talk, fall silent, lapse into silence; cease to function, become idle;"
"685","conticu","cease to talk, fall silent, lapse into silence; cease to function, become idle;"
"686","contig","happen, befall, turn out, come to pass, be granted to one; be produced;"
"687","contig","touch; reach (to); border on, be connected with; affect, hit; take hold, seize;"
"688","contig","|color/stain; lay hands on, appropriate; smite; affect emotionally, move/touch;"
"689","contigi","it happens, it turns out; (PERF) it came to pass;"
"690","contradix","gainsay/contradict; speak against/speak for adversary, oppose/object to/contest;"
"691","contradid","deliver together/wholly;"
"692","contrafec","act against;"
"693","contrafec","counterfeit, forge, fake;"
"694","contrax","enter into/upon relationship/agreement/business/marriage/loan/battle, deal with;"
"695","contrax","|bring/draw together/in, assemble, collect/gather; unite in friendship/alliance;"
"696","contrax","||sadden/depress/diminish/contract/tighten; cause/provoke (disease/war); commit;"
"697","contraposu","put/place/set/station against/opposite; place in opposition;"
"698","contrascrips","counter-sign;"
"699","contremu","tremble all over; shake (violently), quake; tremble at/with fear, be afraid of;"
"700","contremu","tremble all over; shake (violently), quake; tremble at/with fear, be afraid of;"
"701","contribu","unite/incorporate, join/attach (to state); assign/allot; contribute/give, share;"
"702","controvert","deny; oppose, voice opposition;"
"703","contrus","thrust/crowd (together), impel; thrust/press/push in (to receptacle), cram/stow;"
"704","contum","swell greatly;"
"705","contud","quell/crush/outdo/subdue utterly; bruise/beat; pound to pieces/powder/pulp;"
"706","convalu","grow strong/thrive/gain power; regain health/strength, recover, get well/better;"
"707","convalu","|become valid; (legal term);"
"708","convalu","grow strong/thrive/gain power; regain health/strength, recover, get well/better;"
"709","convex","bring/carry/bear together/to one place; collect, gather; get in (harvest) (L+S);"
"710","convell","shatter, batter, convulse, shake violently; heave up, set in motion; overthrow;"
"711","convell","|pull/pluck/tug/tear up/at dislodge, uproot; wrench, strain, dislocate (limbs);"
"712","converr","sweep/brush/scrape together/thoroughly/up; sweep/beat clean; clear away (L+S);"
"713","convert","turn upside down/side-to-side; invert/transpose/convulse; turn over (soil)/dig;"
"714","convert","|turn backwards, recoil; retort; drive back, repulse; direct (course/attention);"
"715","convert","||translate; modify, adapt; change/alter/transform; convert (to cash), pay over;"
"716","convert","|||cause to turn/revolve, rotate; turn/wheel about; reverse; shift/transfer;"
"717","convic","conquer, establish; convince; overcome, demonstrate, prove clearly; grant;"
"718","convic","|find guilty/against, convict; prove wrong, refute (person/statement); expose;"
"719","convis","watch/look at/scan; visit, go to see; consider attentively, examine thoroughly;"
"720","convix","live at same time, be contemporary; spend time in company; live/dine together;"
"721","convolv","roll/whirl together/round; carry/sweep away; roll up/coil/twist; enfold; writhe;"
"722","convolv","|fasten together, interweave, interlace; unroll and roll up (scroll), look up;"
"723","convomu","vomit over/on; bespew upon (L+S);"
"724","convorr","sweep/brush/scrape together/thoroughly/up; sweep/beat clean; clear away (L+S);"
"725","cox","cook; boil, fry, bake; burn, parch (sun); stir up; ripen, mature (plot); digest;"
"726","corras","rake/sweep/draw together; amass with difficulty, scrape together; scrape off;"
"727","correps","creep, crawl; slink, move stealthily; take to the bush; creep (of the flesh);"
"728","correx","correct, set right; straighten; improve, edit, reform; restore, cure; chastise;"
"729","corripu","seize/grasp/snatch up, lay hold of; sweep off; carry away; appropriate/arrogate;"
"730","corripu","|censure/reproach/rebuke/chastise; shorten/abridge; hasten (upon); catch (fire);"
"731","corros","gnaw, gnaw away; chew up; gnaw to pieces (L+S);"
"732","corrup","spoil/rot; taint/contaminate; damage/ruin, undo; destroy/deface; digest; infect;"
"733","corrup","|pervert, corrupt, deprave; bribe, suborn; seduce, tempt, beguile; falsify;"
"734","corru","fall/break down, fall to ground/from height, collapse; be ruined, come to grief;"
"735","corru","|topple (house/wall), totter; subside (ground); rush/sweep together; overthrow;"
"736","cosmis","bring together, unite/join, connect/attach; put together, construct; entrust;"
"737","cosmis","|engage (battle), set against; begin/start; bring about; commit; incur; forfeit;"
"738","crebu","become frequent/widespread, increase, strengthen; spread/be noised abroad (L+S);"
"739","crebru","become frequent/widespread, increase, strengthen; spread/be noised abroad (L+S);"
"740","credid","trust, entrust; commit/consign; believe, trust in, rely on, confide; suppose;"
"741","credid","|lend (money) to, make loans/give credit; believe/think/accept as true/be sure;"
"742","crev","come forth/to be; arise/spring (from); be born; become visible/great; grow (up);"
"743","crev","|thrive, increase (size/number/honor), multiply; ascend; attain, be promoted;"
"744","crucifix","crucify; attach to a cross;"
"745","crudu","become fierce/violent/savage/hard (persons/battle/disease); grow worse (L+S);"
"746","cud","beat/pound/thresh; forge/stamp/hammer (metal); make by beating/striking, coin;"
"747","cupiv","wish/long/be eager for; desire/want, covet; desire as a lover; favor, wish well;"
"748","cureg","manage, take charge;"
"749","cucurr","run/trot/gallop, hurry/hasten/speed, move/travel/proceed/flow swiftly/quickly;"
"750","deeg","remove, take off;"
"751","debib","drink of;"
"752","decalifec","warm thoroughly; warm through-and-through;"
"753","dececin","celebrate by singing;"
"754","decarps","pluck, pull/tear/snip off, pick; cull; reap/procure/gather; catch/snatch; remove"
"755","decess","withdraw/retire, go off/away, depart, leave; relinquish/cease; desert/abandon;"
"756","decess","|quit office and return home; make/get out of the way; yield; wane; fall short;"
"757","decess","|stray/digress; pass away/depart life, die; subside/cease (feelings); disappear;"
"758","decrev","decide/settle/determine/resolve; decree/declare/ordain; judge; vote for/contend;"
"759","decerps","pluck, pull/tear/snip off, pick; cull; reap/procure/gather; catch/snatch; remove"
"760","decid","fall/drop/hang/flow down/off/over; sink/drop; fail, fall in ruin; end up; die;"
"761","decid","detach, cut off/out/down; fell; cut/notch/carve to delineate; flog thoroughly;"
"762","decid","|make explicit; put an end to, bring to conclusion, settle/decide/agree (on);"
"763","decep","cheat/deceive/mislead/dupe/trap; elude/escape notice; disappoint/frustrate/foil;"
"764","declus","unclose;"
"765","decox","boil/melt (down/away); stew; (hot bath); heat to boiling; smelt, fuse; consume;"
"766","decox","|ruin; (cause to) waste away; shrivel; squander; suffer loss, become bankrupt;"
"767","decondid","stow away; hide deep down; secrete (by burying) (L+S);"
"768","decox","boil/melt (down/away); stew; (hot bath); heat to boiling; smelt, fuse; consume;"
"769","decox","|ruin; (cause to) waste away; shrivel; squander; suffer loss, become bankrupt;"
"770","decrev","decrease; abate; diminish, dwindle, shrink; (in number/amount); be subtracted;"
"771","decrev","|lose vigor/intensity, decline/weaken/fade influence/reputation; grow shorter;"
"772","decumbu","to lie down, recline; take to bed; lie ill, die; fall (in a fight), fall down;"
"773","decucurr","run/hurry/rush/flow/slope down; hasten; travel downstream; come to land/end;"
"774","decucurr","|run a race (over course); make for; turn (to); exercise/drill/maneuver (army);"
"775","decurr","run/hurry/rush/flow/slope down; hasten; travel downstream; come to land/end;"
"776","decurr","|run a race (over course); make for; turn (to); exercise/drill/maneuver (army);"
